debtor,series,Series,counterpart_area,Counterpart-Area,year,value
NGA,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1994,334.99059818837
NGA,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1994,11.3906026174914
NIC,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1994,2504.79739638436
NIC,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1994,366.081767365174
NIC,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1994,21.1891767078814
NIC,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1994,3.09684578458573
NPL,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1994,236.163555441582
NPL,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1994,56.8865886952432
NPL,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1994,3.23079815211158
NPL,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1994,0.778227975492967
PAK,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1994,303.707824128165
PAK,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1994,54.042965832735
PAK,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1994,10.9758208244275
PAK,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1994,1.95308076604058
PER,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1994,456.555340083027
PER,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1994,61.6361055639642
PER,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1994,9.34783843124827
PER,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1994,1.26198141990524
PHL,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1994,167.475539065868
PHL,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1994,53.6591815600724
PHL,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1994,8.84193199891815
PHL,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1994,2.83295600729587
PNG,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1994,95.9941366518515
PNG,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1994,54.7787094194557
PNG,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1994,5.38723435452993
PNG,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1994,3.07420594188564
PRY,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1994,53.3768955976402
PRY,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1994,30.5584711608967
PRY,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1994,2.4090887784443
PRY,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1994,1.37921228156597
RWA,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1994,1895.26885752495
RWA,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1994,127.415331785575
RWA,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1994,5.3408477937131
RWA,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1994,0.35905507070954
SAS,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1994,298.221404561181
SAS,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1994,35.4540013424914
SAS,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1994,11.4028226254919
SAS,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1994,1.35562264307371
SDN,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1994,2841.30902561077
SDN,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1994,143.736474044538
SDN,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1994,0.0950584510553432
SDN,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1994,0.0048088280646957
SEN,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1994,285.667018650149
SEN,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1994,75.5811698815374
SEN,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1994,6.23424880100856
SEN,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1994,1.64944423734775
SLB,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1994,80.01332686087
SLB,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1994,38.7398251529249
SLB,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1994,1.72159334212288
SLB,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1994,0.833538957507046
SLE,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1994,715.86640357016
SLE,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1994,195.132797197067
SLE,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1994,29.4581214719326
SLE,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1994,8.02977429073582
SLV,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1994,129.182816475033
SLV,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1994,28.5192241476114
SLV,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1994,5.82232214272621
SLV,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1994,1.28537304557144
SOM,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1994,174.761383407493
SOM,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1994,0.0029020097482281
SSA,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1994,294.074914562405
SSA,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1994,58.0691453241586
SSA,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1994,6.2977981829119
SSA,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1994,1.24358705824983
STP,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1994,189.381190025717
STP,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1994,1.22685063195775
SWZ,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1994,23.1024173618011
SWZ,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1994,17.1653475984957
SWZ,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1994,0.51757732702125
SWZ,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1994,0.384565588452661
TCD,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1994,401.782986928762
TCD,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1994,66.8994960173519
TCD,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1994,3.21166871198536
TCD,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1994,0.534763853116095
TGO,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1994,356.152044261656
TGO,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1994,108.312707925008
TGO,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1994,2.41782855137367
TGO,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1994,0.735308309799514
THA,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1994,111.737101896095
THA,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1994,45.5312422756576
THA,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1994,4.62377419865644
THA,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1994,1.88412066980877
TJK,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1994,44.0985883774313
TKM,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1994,16.2504207150714
TKM,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1994,1.05339259757746
TON,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1994,28.6299999844757
TON,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1994,0.315134576403483
TUN,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1994,137.710790681468
TUN,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1994,65.2024058220954
TUN,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1994,7.57635781355314
TUN,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1994,3.58720441853633
TUR,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1994,220.235979919883
TUR,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1994,52.006057514151
TUR,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1994,13.2257572956351
TUR,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1994,3.12310229616076
TZA,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1994,746.269957636723
TZA,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1994,112.996305151804
TZA,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1994,6.92217102855596
TZA,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1994,1.0481190376907
UGA,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1994,628.13314085783
UGA,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1994,86.4667290553444
UGA,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1994,7.01716454058051
UGA,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1994,0.965959643903706
UKR,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1994,33.7584791770977
UKR,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1994,10.827697887373
UKR,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1994,0.573873842606456
UKR,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1994,0.184064351969506
UMC,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1994,159.436740284448
UMC,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1994,30.9194305163287
UMC,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1994,7.6880429859974
UMC,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1994,1.49093559293799
UZB,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1994,9.70116271825239
UZB,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1994,0.321540685440467
VCT,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1994,97.903764698596
VCT,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1994,40.9914487214266
VCT,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1994,3.24954261258972
VCT,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1994,1.36055502852356
VNM,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1994,156.576320597098
VNM,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1994,0.605850289869162
VUT,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1994,40.2706076947828
VUT,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1994,23.2224190694354
VUT,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1994,0.673300572986805
VUT,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1994,0.388265014128808
WSM,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1994,305.831194576417
WSM,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1994,78.6737751487808
WSM,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1994,2.81515639958255
WSM,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1994,0.724187020543023
YEM,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1994,312.969050183094
YEM,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1994,22.386817624497
YEM,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1994,2.44265256332011
YEM,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1994,0.174724041955798
ZAF,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1994,69.9659486487612
ZAF,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1994,14.3430112992824
ZAF,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1994,2.92839059607398
ZAF,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1994,0.600319730088375
ZMB,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1994,199.055817039798
ZMB,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1994,4.93863077108769
ZWE,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1994,192.529649850228
ZWE,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1994,91.6215775894764
ZWE,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1994,9.4459706120253
ZWE,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1994,4.49517635341279
AGO,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1995,298.623281263549
AGO,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1995,241.057580028413
AGO,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1995,3.43664242968671
AGO,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1995,2.77415981774079
ALB,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1995,122.135410566942
ALB,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1995,18.8339089219613
ALB,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1995,2.34767364918818
ALB,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1995,0.362023359827036
ARG,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1995,336.824394669643
ARG,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1995,38.9848417579252
ARG,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1995,18.1802873311842
ARG,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1995,2.10422889771679
ARM,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1995,103.607505375805
